850
3221	2337	-341
3961	459	-40
1767	2059	495
1840	2059	-504
1840	2073	270
82	3229	-673
1431	2974	226
1373	278	-738
1373	227	-826
1423	2974	425
1231	278	671
131	1570	-722
1231	306	-338
3159	1201	-659
3284	2232	-126
3284	2254	-461
3098	1201	281
860	867	131
2528	1887	-398
1836	1168	54
1818	1168	550
1818	1251	136
2490	1865	-245
278	1528	608
278	1416	-766
284	1416	131
266	1528	658
266	1535	614
2465	1865	-584
3168	3342	-200
3168	3365	118
2490	1887	-495
3181	3365	-412
3181	3460	55
669	609	-352
2002	3441	205
2012	3441	-177
2059	3411	-692
2012	3411	-808
656	609	516
586	2722	765
2690	236	-470
2690	249	770
605	2722	-234
312	3900	311
312	3926	-111
1550	3083	539
1502	227	67
3196	2395	708
3217	2395	-837
3217	2485	-328
441	2319	-708
4030	2503	-256
441	2314	601
4039	354	773
3961	354	-219
433	2314	716
4039	306	214
4066	306	-188
435	3003	220
433	2313	16
430	1360	-394
284	1360	722
529	3003	396
529	3039	616
20	3352	-838
3346	1118	-788
3346	1121	122
3350	1121	-653
3350	1119	109
3229	3921	-212
2798	3942	838
990	3459	-406
991	3459	-368
2798	3857	744
162	508	73
162	681	291
84	3519	536
183	681	767
183	698	-256
84	3498	792
2185	3755	605
2185	3769	-763
4049	2731	575
3985	2731	-211
3985	2739	-185
3017	720	827
1747	568	528
1745	568	-512
98	394	98
98	439	-643
1755	461	-458
127	439	276
127	508	-51
4004	838	305
4016	838	-388
516	2342	565
1747	461	197
516	2457	-648
500	2457	-28
3086	1612	335
3086	1628	447
940	2352	678
320	2673	384
320	2668	-766
1112	820	-521
1112	845	-705
1143	820	-511
403	2605	290
2932	3520	-434
2886	3520	541
403	2668	835
3170	1542	-581
3222	1542	-478
2187	3086	633
2886	3508	-237
2886	3548	393
2894	3548	250
2178	3198	361
2187	3137	279
1887	1823	-805
1887	1896	262
2178	3137	-162
2000	2073	560
3172	2091	-492
1678	840	669
540	1614	-792
539	1543	-320
540	1543	-582
1574	840	-682
2085	3937	-492
524	1474	-748
2085	3954	-342
2113	3954	673
2061	4031	577
2085	4031	779
1449	1771	-8
442	1474	-198
2692	3514	-86
1449	1799	-130
1412	1799	-228
2530	2956	612
2574	2956	-207
2692	3487	-242
2574	2979	191
2566	2979	455
2617	3460	-297
3537	525	217
3694	525	437
3537	531	297
3526	531	458
3526	542	-109
2017	2547	-192
2007	2547	843
2617	3487	509
3769	2757	-30
3424	2624	538
3769	2774	-631
3424	2506	-811
2078	1772	167
2078	1788	-621
2711	999	-93
2733	999	-738
2733	1004	638
722	352	707
1912	3992	-525
1912	3937	-451
2502	211	814
1841	3947	397
1912	3947	396
1620	3992	786
1620	4014	-653
